Table Name,row,Default Priority,Longname,"description (appears as variable ""comment"" in CMIP6 netCDF files)",units,comment (not sure how this is used),"Notes, Corrections, & Questions",Notes/Questions category,Notes/Questions category (secondary),Notes/Questions category (tertiary),override default severity,# institutions reporting per out_name,# models reporting per out_name,error severity,CF Standard Name,original CMIP6 cell_methods,proposed modification of cell_methods,where rule,new cell_methods,"""where"" extraction","refine ""where"" extraction","""over"" extraction","refine ""over"" extraction","realm implied by ""over"" directive",areaLabelDD,areaLabelDD (more refined),new standard_name criteria for realm,new auto-assigned primary realm,"primary realm for ""nd"" and ""mr"" (by inspection)",composite primary realm,realmLabelDD,auto-assigned additional realm based on standard name,"concat auto-assigned additional realm based on ""over"" directive","expand secondary a and o to ap, ac,op, and oc",user-assigned additional realms,Secondary realm(s),realmsDD,CMIP6 attribute: positive,CMIP6 attribute: type,verticalLabelDD (preliminary),verticalLabelDD (secondary),"indicate ""surface snow"" variables",certain surface variables?,verticalLabelDD (tertiary),verticalLabelDD (by inspection),verticalLabelDD (final),verticalLabelDD (final),horizontalLabelDD,original CMIP6 dimensions,proposed change in dimensions,corrected CMIP6 dimensions,original CMOR entry label,original CMIP6 modeling_realm (1st listed is primary),original CMIP6 frequency,new frequency (intervalReportedDD),temporalLabelDD,cell_measures,"CMIP6 variable name (referred to as ""out_name""; also original ""root"" name)",original CMIP6 almost unique variable label,branded variable label (retaining old root names),proposed new roots,proposed branded variable label,length of old i.d.,length of branded name,larger by a factor of,new-old difference ,"1=ant/grn; 2=globe-avg; 3=dupl.; 4=diff; 5=mult,6= sampling, 7=other",duplicate branded variable names,CMIP6 original primary realm,CMIP6 original secondary realm,CMIP6 abbrev. Primary realm,CMIP6 abbrev. secondary realm,old & new primary realms different,new primary different from all old realms,old primary different from all new realms,variable registry root names,distinct root variable name,same std. name; different root variable name,distinct CMIP6 outnames,distinct standard names,why different variable root name needed?,use_stats variable identifier,corresponding row in use_stats table,download ranking,use_stats & this page consistency,"original: ""where"" extraction","original: refine ""where"" extraction","original: domain from ""where"" directive",,expanded frequency,temporal method,vertical coordinate information,horizontal coordinate information,"""area type"" restriction",definition_qualifier:  additional description of variable.,cleaned definition_qualifier (removing text in brackets from column just to the left),brand description: automatically generated based on branded variable information,"next-generation CMIP comment attribute for variable (constructed from original comment attribute appended to proposed ""definition_qualifier"" (NOTE: The text following the final ""::"" will need to be reviewed and edited.)",dataRegionDD,cleaned version of region,"preliminary long_name: replaces ""time"" with frequency reported ","long_name: adds to brand description both ""frequency"" and for non-global data, ""region"" labels",duplicate long names?,count number of variables with the same (old) label in rows above,table_id transferred from ESGF database,variable_id transferred from ESGF database,old variable label (from ESGF database),# models reporting variable listed in column DD,count number of variables consistent with ESGF label,# models reporting variable listed in column BH,unrequested variables,models/groups providing unrequested variables,variables that might change,subhr,1hr,3hr,6hr,day,mon,yr,dec,fx,all,,,3hr,6hrLev,6hrPlev,6hrPlevPt,AERday,AERhr,AERmon,AERmonZ,Amon,CF3hr,CFday,CFmon,CFsubhr,day,E1hr,E1hrClimMon,E3hr,E3hrPt,E6hrZ,Eday,EdayZ,Efx,Emon,EmonZ,Esubhr,Eyr,fx,IfxAnt,IfxGre,ImonAnt,ImonGre,IyrAnt,IyrGre,LImon,Lmon,Oclim,Oday,Odec,Ofx,Omon,Oyr,SIday,SImon,all,area type,,x,air,sea,land,sea_ice,ice_sheet,other,all,,priority 1,priority 2,priority 3,all,,,,,,,,,,,,,,,,,,,"length of original CMIP6 ""outname""","Exclude from variable registry.  No need to distinguish among variables in different ""regions"" (e.g., Antarctica and Greenland)",Modify dimensions.  No need for special horizontal coordinates. ,Modify dimensions.  Add or remove scalar coordinate.,Modify dimension.  Other,Check units.,Standard name issue.,Modiy root name.,"Deprecate? Eliminate one of ""point"" or ""mean"" variable options.",Depricate?  Few institutions contributed variable to CMIP6.,Eliminate or deprecate?  ,"Modify cell methods.  Include ""where air"".","Modify cell methods.  Include ""where sea"".",Modify cell methods.,number of correction/question error flags found,number of corrections/questions needing individual consideration,branding suffix,duplicate suffix?
CF3hr,65,1,Surface Air Pressure,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",Pa,Surface Pressure .. needed for vertical coordinates,eliminate; identical to ps-3hr.,elim?,,,,missing,missing,1,surface_air_pressure,area: mean time: point,,,area: mean time: point,x,x,x,x,,x,x,a,x,,x,unknown,a,a,ap,,ap,unknown ap,0,real,z0X,z0X,x,surface,z0s,z0i,z0i,z0,hxy,longitude latitude time1,,longitude latitude time1,ps,atmos,3hrPt,3hr,tpt,area: areacella,ps,ps-CF3hr,ps-3hr-unknown-tpt-z0i-hxy,,ps_tpt-z0-hxy-x,8,15,1.9,7,3,1,atmos,,ap,,1,1,0,ps,1,,852,600,,CF3hr.ps,missing,x,error1,x,x,xx,xx --> x,3-hourly, synoptic samples,, reported on a 2-d spatial grid,,,,surface air pressure: synoptic samples reported on a 2-d spatial grid,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",global,global,surface air pressure: 3-hourly synoptic samples reported on a 2-d spatial grid,surface air pressure: 3-hourly synoptic samples reported on a 2-d spatial grid,1,0,day,rsds,rsds-day,81,1,2,,,1,,,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,missing,,,,,,,,,missing,,,,,,,,surface,,surface,surface,XXX,x,z0,x,x,x,x,,x,,2,,,,,,,,,,9:Eliminate or deprecate?,,,,1,1,tpt-z0-hxy-x,yes
E3hrPt,49,1,Surface Air Pressure,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",Pa,Surface Pressure .. needed for vertical coordinates,eliminate; identical to ps-3hr.,elim?,,,,missing,missing,1,surface_air_pressure,area: mean time: point,,,area: mean time: point,x,x,x,x,,x,x,a,x,,x,unknown,a,a,ap,,ap,unknown ap,0,real,z0X,z0X,x,surface,z0s,z0i,z0i,z0,hxy,longitude latitude time1,,longitude latitude time1,ps,atmos,3hrPt,3hr,tpt,area: areacella,ps,ps-E3hrPt,ps-3hr-unknown-tpt-z0i-hxy,,ps_tpt-z0-hxy-x,9,15,1.7,6,3,1,atmos,,ap,,1,1,0,ps,1,,852,600,,E3hrPt.ps,missing,x,error1,x,x,xx,xx --> x,3-hourly, synoptic samples,, reported on a 2-d spatial grid,,,,surface air pressure: synoptic samples reported on a 2-d spatial grid,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",global,global,surface air pressure: 3-hourly synoptic samples reported on a 2-d spatial grid,surface air pressure: 3-hourly synoptic samples reported on a 2-d spatial grid,1,0,day,prc,prc-day,70,1,3,,,1,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,missing,,,,,,,,,missing,,,,,,,,surface,,surface,surface,XXX,x,z0,x,x,x,x,,x,,2,,,,,,,,,,9:Eliminate or deprecate?,,,,1,1,tpt-z0-hxy-x,yes
6hrLev,6,1,Surface Air Pressure,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",Pa,"surface pressure, not mean sea level pressure",,,,,,missing,missing,,surface_air_pressure,area: mean time: point,,,area: mean time: point,x,x,x,x,,x,x,a,x,,x,unknown,a,a,ap,,ap,unknown ap,0,real,z0X,z0X,x,surface,z0s,z0i,z0i,z0,hxy,longitude latitude time1,,longitude latitude time1,ps,atmos,6hrPt,6hr,tpt,area: areacella,ps,ps-6hrLev,ps-6hr-unknown-tpt-z0i-hxy,,ps_tpt-z0-hxy-x,9,15,1.7,6,,1,atmos,,ap,,1,1,0,ps,1,,852,600,,6hrLev.ps,missing,x,error1,x,x,xx,xx --> x,6-hourly, synoptic samples,, reported on a 2-d spatial grid,,,,surface air pressure: synoptic samples reported on a 2-d spatial grid,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",global,global,surface air pressure: 6-hourly synoptic samples reported on a 2-d spatial grid,surface air pressure: 6-hourly synoptic samples reported on a 2-d spatial grid,,0,day,tas,tas-day,85,1,45,,,0,,,,missing,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,missing,,,,,,,,,missing,,,,,,,,surface,,surface,surface,XXX,x,z0,x,x,x,x,,x,,2,,,,,,,,,,,,,,0,0,tpt-z0-hxy-x,yes
CFday,2,1,Surface Air Pressure,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",Pa,0,,,,,,missing,missing,,surface_air_pressure,area: time: mean,,,area: time: mean,x,x,x,x,,x,x,a,x,,x,unknown,a,a,ap,,ap,unknown ap,0,real,z0X,z0X,x,surface,z0s,z0i,z0i,z0,hxy,longitude latitude time,,longitude latitude time,ps,atmos,day,day,tavg,area: areacella,ps,ps-CFday,ps-day-unknown-tavg-z0i-hxy,,ps_tavg-z0-hxy-x,8,16,2.0,8,,1,atmos,,ap,,1,1,0,ps,1,,852,600,,CFday.ps,missing,x,error1,x,x,xx,xx --> x,daily, time means,, reported on a 2-d spatial grid,,,,surface air pressure: time means reported on a 2-d spatial grid,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",global,global,surface air pressure: daily means reported on a 2-d spatial grid,surface air pressure: daily means reported on a 2-d spatial grid,,0,day,uas,uas-day,69,1,50,,,0,,,,,missing,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,missing,,,,,,,,,missing,,,,,,,,surface,,surface,surface,XXX,x,z0,x,x,x,x,,x,,2,,,,,,,,,,,,,,0,0,tavg-z0-hxy-x,yes
Efx,17,1,Surface Air Pressure,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",Pa,Surface Pressure .. needed for vertical coordinates,Why is this needed?  Does any model have time-independent (fixed) surface pressure?,M,,,,missing,missing,1,surface_air_pressure,area: mean,,,area: mean,x,x,x,x,,x,x,a,x,,x,unknown,a,a,ap,,ap,unknown ap,0,real,z0X,z0X,x,surface,z0s,z0i,z0i,z0,hxy,longitude latitude ,,longitude latitude ,ps,atmos,fx,fx,ti,area: areacella,ps,ps-Efx,ps-fx-unknown-ti-z0i-hxy,,ps_ti-z0-hxy-x,6,14,2.3,8,7,,atmos,,ap,,1,1,0,ps,1,,852,600,,Efx.ps,missing,x,error1,x,x,xx,xx --> x,, time-independent field,, reported on a 2-d spatial grid,,,,surface air pressure: time-independent field reported on a 2-d spatial grid,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",global,global,surface air pressure:  time-independent field reported on a 2-d spatial grid,surface air pressure:  time-independent field reported on a 2-d spatial grid,,0,day,huss,huss-day,70,1,0,,,1,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,x,,missing,,,,,,,,,missing,,,,,,,,surface,,surface,surface,XXX,x,z0,x,x,x,x,,x,,2,,,,,,,,,,,,,,0,0,ti-z0-hxy-x,yes
AERmon,127,1,Surface Air Pressure,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",Pa,Surface Pressure .. needed for vertical coordinates,eliminate; identical to variable ps-Amon.,elim?,,,,missing,missing,1,surface_air_pressure,area: time: mean,,,area: time: mean,x,x,x,x,,x,x,a,x,,x,unknown,a,a,ap,,ap,unknown ap,0,real,z0X,z0X,x,surface,z0s,z0i,z0i,z0,hxy,longitude latitude time,,longitude latitude time,ps,atmos,mon,mon,tavg,area: areacella,ps,ps-AERmon,ps-mon-unknown-tavg-z0i-hxy,,ps_tavg-z0-hxy-x,9,16,1.8,7,3,1,atmos,,ap,,1,1,0,ps,1,,852,600,,AERmon.ps,missing,x,error1,x,x,xx,xx --> x,monthly, time means,, reported on a 2-d spatial grid,,,,surface air pressure: time means reported on a 2-d spatial grid,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",global,global,surface air pressure: monthly means reported on a 2-d spatial grid,surface air pressure: monthly means reported on a 2-d spatial grid,,0,day,hfss,hfss-day,79,1,45,,,1,,,,,,missing,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,missing,,,,,,,,,missing,,,,,,,,surface,,surface,surface,XXX,x,z0,x,x,x,x,,x,,2,,,,,,,,,,9:Eliminate or deprecate?,,,,1,1,tavg-z0-hxy-x,yes
Amon,7,1,Surface Air Pressure,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",Pa,"not, in general, the same as mean sea-level pressure",,,,,,missing,missing,,surface_air_pressure,area: time: mean,,,area: time: mean,x,x,x,x,,x,x,a,x,,x,unknown,a,a,ap,,ap,unknown ap,0,real,z0X,z0X,x,surface,z0s,z0i,z0i,z0,hxy,longitude latitude time,,longitude latitude time,ps,atmos,mon,mon,tavg,area: areacella,ps,ps-Amon,ps-mon-unknown-tavg-z0i-hxy,,ps_tavg-z0-hxy-x,7,16,2.3,9,3,1,atmos,,ap,,1,1,0,ps,1,,852,600,,Amon.ps,missing,x,error1,x,x,xx,xx --> x,monthly, time means,, reported on a 2-d spatial grid,,,,surface air pressure: time means reported on a 2-d spatial grid,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",global,global,surface air pressure: monthly means reported on a 2-d spatial grid,surface air pressure: monthly means reported on a 2-d spatial grid,1,0,day,hus,hus-day,72,1,100,,,0,,,,,,missing,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,missing,,,,,,,,,missing,,,,,,,,surface,,surface,surface,XXX,x,z0,x,x,x,x,,x,,2,,,,,,,,,,,,,,0,0,tavg-z0-hxy-x,yes
CFmon,58,1,Surface Air Pressure,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",Pa,Surface Pressure .. needed for vertical coordinates,eliminate; identical to variable ps-Amon.,elim?,,,,missing,missing,1,surface_air_pressure,area: time: mean,,,area: time: mean,x,x,x,x,,x,x,a,x,,x,unknown,a,a,ap,,ap,unknown ap,0,real,z0X,z0X,x,surface,z0s,z0i,z0i,z0,hxy,longitude latitude time,,longitude latitude time,ps,atmos,mon,mon,tavg,area: areacella,ps,ps-CFmon,ps-mon-unknown-tavg-z0i-hxy,,ps_tavg-z0-hxy-x,8,16,2.0,8,3,1,atmos,,ap,,1,1,0,ps,1,,852,600,,CFmon.ps,missing,x,error1,x,x,xx,xx --> x,monthly, time means,, reported on a 2-d spatial grid,,,,surface air pressure: time means reported on a 2-d spatial grid,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",global,global,surface air pressure: monthly means reported on a 2-d spatial grid,surface air pressure: monthly means reported on a 2-d spatial grid,1,0,day,prsn,prsn-day,72,1,5,,,1,,,,,,missing,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,missing,,,,,,,,,missing,,,,,,,,surface,,surface,surface,XXX,x,z0,x,x,x,x,,x,,2,,,,,,,,,,9:Eliminate or deprecate?,,,,1,1,tavg-z0-hxy-x,yes
Emon,160,1,Surface Air Pressure,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",Pa,0,eliminate; identical to variable ps-Amon.,elim?,,,,missing,missing,1,surface_air_pressure,area: time: mean,,,area: time: mean,x,x,x,x,,x,x,a,x,,x,unknown,a,a,ap,,ap,unknown ap,0,real,z0X,z0X,x,surface,z0s,z0i,z0i,z0,hxy,longitude latitude time,,longitude latitude time,ps,atmos,mon,mon,tavg,area: areacella,ps,ps-Emon,ps-mon-unknown-tavg-z0i-hxy,,ps_tavg-z0-hxy-x,7,16,2.3,9,3,1,atmos,,ap,,1,1,0,ps,1,,852,600,,Emon.ps,missing,x,error1,x,x,xx,xx --> x,monthly, time means,, reported on a 2-d spatial grid,,,,surface air pressure: time means reported on a 2-d spatial grid,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",global,global,surface air pressure: monthly means reported on a 2-d spatial grid,surface air pressure: monthly means reported on a 2-d spatial grid,1,0,day,co2mass,co2mass-day,1,0,24,1,EC-Earth3-CC,1,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,x,,missing,,,,,,,,,missing,,,,,,,,surface,,surface,surface,XXX,x,z0,x,x,x,x,,x,,2,,,,,,,,,,9:Eliminate or deprecate?,,,,1,1,tavg-z0-hxy-x,yes
Esubhr,34,1,Surface Air Pressure,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",Pa,Surface Pressure .. needed for vertical coordinates,,,,,,missing,missing,,surface_air_pressure,area: mean time: point,,,area: mean time: point,x,x,x,x,,x,x,a,x,,x,unknown,a,a,ap,,ap,unknown ap,0,real,z0X,z0X,x,surface,z0s,z0i,z0i,z0,hxy,longitude latitude time1,,longitude latitude time1,ps,atmos,subhrPt,subhr,tpt,area: areacella,ps,ps-Esubhr,ps-subhr-unknown-tpt-z0i-hxy,,ps_tpt-z0-hxy-x,9,15,1.7,6,,1,atmos,,ap,,1,1,0,ps,1,,852,600,,Esubhr.ps,missing,x,error1,x,x,xx,xx --> x,sub-hourly, synoptic samples,, reported on a 2-d spatial grid,,,,surface air pressure: synoptic samples reported on a 2-d spatial grid,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",global,global,surface air pressure: sub-hourly synoptic samples reported on a 2-d spatial grid,surface air pressure: sub-hourly synoptic samples reported on a 2-d spatial grid,,0,day,et,et-day,1,0,0,1,FGOALS-g3,0,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,x,,missing,,,,,,,,,missing,,,,,,,,surface,,surface,surface,XXX,x,z0,x,x,x,x,,x,,2,,,,,,,,,,,,,,0,0,tpt-z0-hxy-x,yes
CFsubhr,42,1,Surface Air Pressure,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",Pa,"not, in general, the same as mean sea-level pressure",,,,,,missing,missing,,surface_air_pressure,area: point time: point,,,area: point time: point,x,x,x,x,,x,x,a,x,,x,unknown,a,a,ap,,ap,unknown ap,0,real,z0X,z0X,x,surface,z0s,z0i,z0i,z0,hxys,site time1,,site time1,ps,atmos,subhrPt,subhr,tpt,0,ps,ps-CFsubhr,ps-subhr-unknown-tpt-z0i-hxys,,ps_tpt-z0-hxys-x,10,16,1.6,6,,,atmos,,ap,,1,1,0,ps,1,,852,600,,CFsubhr.ps,missing,x,error1,x,x,xx,xx --> x,sub-hourly, synoptic samples,, reported at assorted individual sites,,,,surface air pressure: synoptic samples reported at assorted individual sites,"surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates",global,global,surface air pressure: sub-hourly synoptic samples reported at assorted individual sites,surface air pressure: sub-hourly synoptic samples reported at assorted individual sites,,0,day,tslsi,tslsi-day,43,1,9,,,0,missing,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,missing,,,,,,,,,missing,,,,,,,,surface,,surface,surface,XXX,x,z0,x,x,x,x,,x,,2,,,,,,,,,,,,,,0,0,tpt-z0-hxys-x,yes
Eday,63,1,Snow Albedo,"Albedo of the snow-covered surface, averaged over the grid cell.",1,Snow Albedo,"For more general use, keep downwelling and upwelling surface SW where snow instead.  If albedo is requested, it should be weighted by incident shortwave.",elim?,?,cellWt,,missing,missing,3,surface_albedo,area: time: mean where snow (comment: mask=snc),area: time: mean where snow (weighted by downwelling shortwave radiation),1,area: time: mean where snow (weighted by downwelling shortwave radiation),snow (weighted by downwelling shortwave radiation),snow,x,x,,sp,sn,mr,mr,,mr,mr,,,,,,mr,0,real,z0X,z0X,x,surface,z0s,z0i,z0i,z0,hxy,longitude latitude time,,longitude latitude time,albsn,land,day,day,tavg,area: areacella,albsn,albsn-Eday,albsn-day-mr-tavg-z0i-hxy,,albsn_tavg-z0-hxy-sn,10,20,2.0,10,,,land,,ld,,1,1,1,albsn,,,853,601,,Eday.albsn,missing,x,error1,snow (comment: mask=snc),snow,sn,sn --> sp,daily, time means,, reported on a 2-d spatial grid, where snow (weighted by downwelling shortwave radiation),,,surface albedo: time means reported on a 2-d spatial grid where snow (weighted by downwelling shortwave radiation),"Albedo of the snow-covered surface, averaged over the grid cell.",global,global,surface albedo: daily means reported on a 2-d spatial grid where snow (weighted by downwelling shortwave radiation),surface albedo: daily means reported on a 2-d spatial grid where snow (weighted by downwelling shortwave radiation),,0,day,pr,pr-day,89,1,7,,,3,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,missing,,,missing,,,,,,,,surface,XXXXXXXX,surface,,,snow,z0,snow (comment: mask=snc),snow,x,x,,sp,,5,,,,,,,,,,9:Eliminate or deprecate?,,,12:Modify cell methods?,2,2,tavg-z0-hxy-sn,
fx,4,1,Surface Altitude,"The surface called ""surface"" means the lower boundary of the atmosphere. Altitude is the (geometric) height above the geoid, which is the reference geopotential surface. The geoid is similar to mean sea level.",m,"height above the geoid; as defined here, ""the geoid"" is a surface of constant geopotential that, if the ocean were at rest, would coincide with mean sea level. Under this definition, the geoid changes as the mean volume of the ocean changes (e.g., due to glacial melt, or global warming of the ocean).  Reported here is the height above the present-day geoid (0.0 over ocean).",,,,,,missing,missing,,surface_altitude,area: mean,,,area: mean,x,x,x,x,,x,x,mr,x,,x,unknown,,,,,,unknown,0,real,z0X,z0X,x,surface,z0s,z0i,z0i,z0,hxy,longitude latitude ,,longitude latitude ,orog,land,fx,fx,ti,area: areacella,orog,orog-fx,orog-fx-unknown-ti-z0i-hxy,,orog_ti-z0-hxy-x,7,16,2.3,9,,,land,,ld,,1,1,1,orog,,,854,602,,fx.orog,missing,x,error1,x,x,xx,xx --> x,, time-independent field,, reported on a 2-d spatial grid,,,,surface altitude: time-independent field reported on a 2-d spatial grid,"The surface called ""surface"" means the lower boundary of the atmosphere. Altitude is the (geometric) height above the geoid, which is the reference geopotential surface. The geoid is similar to mean sea level.",global,global,surface altitude:  time-independent field reported on a 2-d spatial grid,surface altitude:  time-independent field reported on a 2-d spatial grid,,0,day,rlut,rlut-day,80,1,73,,,0,,,,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,x,,missing,,,,,,,,,missing,,,,,,,,surface,,surface,surface,XXX,x,z0,x,x,x,x,,x,,4,,,,,,,,,,,,,,0,0,ti-z0-hxy-x,yes
ImonAnt,27,1,Surface Altitude,"The surface called ""surface"" means the lower boundary of the atmosphere. Altitude is the (geometric) height above the geoid, which is the reference geopotential surface. The geoid is similar to mean sea level.",m,0,"Why is this needed sampled both monthly and annually (see orog-IyrAnt)?  Rename xant, yant dimensions",xant,,,,missing,missing,2,surface_altitude,area: time: mean where ice_sheet,,1,area: time: mean where ice_sheet,ice_sheet,ice_sheet,x,x,,li,is,mr,li,,li,li,,,,,,li,0,real,z0X,z0X,x,surface,z0s,z0i,z0i,z0,hxy,xant yant time,longitude latitude time,longitude latitude time,orog,land,mon,mon,tavg,area: areacellg,orog,orog-ImonAnt,orog-mon-li-tavg-z0i-hxy,,orog_tavg-z0-hxy-is,12,19,1.6,7,,,land,,ld,,1,1,1,orog,1,,854,602,,ImonAnt.orog,missing,x,error1,ice_sheet,ice_sheet,li,,monthly, time means,, reported on a 2-d spatial grid, where ice_sheet,,,surface altitude: time means reported on a 2-d spatial grid where ice_sheet,"The surface called ""surface"" means the lower boundary of the atmosphere. Altitude is the (geometric) height above the geoid, which is the reference geopotential surface. The geoid is similar to mean sea level.",antarctica,Antarctica,surface altitude: monthly means reported on a 2-d spatial grid where ice_sheet,surface altitude over Antarctica: monthly means reported on a 2-d spatial grid where ice_sheet,,0,day,rlus,rlus-day,79,1,0,,,1,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,ice_sheet,,,,,,,missing,,,,missing,,,,,,,,surface,XXXXXXXX,surface,,,ice_sheet,z0,ice_sheet,ice_sheet,x,x,,li,,4,,1:Modify dimensions.  No need for special horizontal coordinates.,,,,,,,,,,,,1,0,tavg-z0-hxy-is,yes
ImonGre,27,1,Surface Altitude,"The surface called ""surface"" means the lower boundary of the atmosphere. Altitude is the (geometric) height above the geoid, which is the reference geopotential surface. The geoid is similar to mean sea level.",m,0,"eliminate.  duplicates ""Ant"" entry.",xant,,,,missing,missing,2,surface_altitude,area: time: mean where ice_sheet,,1,area: time: mean where ice_sheet,ice_sheet,ice_sheet,x,x,,li,is,mr,li,,li,li,,,,,,li,0,real,z0X,z0X,x,surface,z0s,z0i,z0i,z0,hxy,xgre ygre time,longitude latitude time,longitude latitude time,orog,land,mon,mon,tavg,area: areacellg,orog,orog-ImonGre,orog-mon-li-tavg-z0i-hxy,,orog_tavg-z0-hxy-is,12,19,1.6,7,1,1,land,,ld,,1,1,1,orog,1,,854,602,,ImonGre.orog,missing,x,error1,ice_sheet,ice_sheet,li,,monthly, time means,, reported on a 2-d spatial grid, where ice_sheet,,,surface altitude: time means reported on a 2-d spatial grid where ice_sheet,"The surface called ""surface"" means the lower boundary of the atmosphere. Altitude is the (geometric) height above the geoid, which is the reference geopotential surface. The geoid is similar to mean sea level.",greenland,Greenland,surface altitude: monthly means reported on a 2-d spatial grid where ice_sheet,surface altitude over Greenland: monthly means reported on a 2-d spatial grid where ice_sheet,,0,day,rlds,rlds-day,80,1,2,,,1,,,,,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,ice_sheet,,,,,,,missing,,,,missing,,,,,,,,surface,XXXXXXXX,surface,,,ice_sheet,z0,ice_sheet,ice_sheet,x,x,,li,,4,EXCLUDE,1:Modify dimensions.  No need for special horizontal coordinates.,,,,,,,,,,,,2,0,tavg-z0-hxy-is,yes
